ID,Name,Description,URL,Created,Vendor,Types,"Access Modes","Alt. Names / Keywords","Use Proxy","Friendly URL",Subjects,"More Info","Librarian Review","Map Ct",New,Trial,Featured,"Permitted Uses",Hidden,"Internal Note",Owner,"Landing Page"
5088389,"English Poetry, Second Edition","English Poetry, Second Edition builds on the earlier English Poetry (600-1900) with enhanced functionality and the addition of more than 20,000 poems from several new categories. Containing more than 183,000 poems by over 2,700 poets, English Poetry, Second Edition now provides good representation both of the literary heritages of Commonwealth and ex-colonial countries and of the poetic legacies of English writers who have only been brought back to scholarly attention during the last thirty years.",https://search.proquest.com/lion/docview/2343199843?accountid=9673,"2014-09-18 12:04:51 PM",Proquest,"E-book/Text collections;Primary sources",,,No,,"English Language & Literature",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
5088392,"English Short Title Catalogue","The British Library is experiencing a major technology outage following a cyber-attack affecting their website, online systems and services, and some onsite services. 12/19/2023 

The English Short Title Catalogue (ESTC) provides extensive descriptions and holdings information for items of all types published in Great Britain and its dependencies in any language from the beginnings of print through the 18th century -- as well as for materials printed in English anywhere else in the world. The database includes materials ranging from Shakespeare and Greek New Testaments to anonymous ballads, broadsides, songs, advertisements and other ephemera. The ESTC serves as a comprehensive bibliography of the hand-press era and as a census of surviving copies.",https://estc.bl.uk,"2014-09-18 12:04:56 PM",,Catalogs;Bibliographies,,,Yes,,"English Language & Literature, History",,,11,No,No,No,,No,ENP,"Runge, Steve",OFF
33315660,English-Corpora.org,"Corpora such as Corpus of Contemporary American English (COCA), Corpus of Historical American English (COHA) and News on the Web (NOW) offer a large body of full text research for text mining and analysis. 30 licensed user limit. Access requirements:  You must create a personal account using your Boston College email address and log in through the BC link at least once every 365 days. You are encouraged to create a different password than your Agora credentials and to read the privacy policy for this site before using it.",https://library.bc.edu/secure/res/byu-corpora.html,"2017-06-26 09:32:38 AM",,,,"English Corpora",No,,"Computer Science",,,0,No,No,No,,No,CSP,"Kuhlman, Elizabeth",OFF
64693671,"Entertainment Industry Magazine Archive","A resource of deep back files of core film, theater, music, and general entertainment magazines. Publications include Billboard (1894-2000), Spin (1985-2000), The Stage (1880-2000), Variety (1905-2000), Boxoffice (1920-2000) and Broadcast (1960-2000).
Library purchased:
EIMA1: Music, Radio and The Stage
EIMA2: Cinema, Film and Television (Part 1)",https://proquest.com/eima/advanced?accountid=9673,"2021-12-10 10:49:59 AM",Proquest,,,,No,,"Communication, History",,,1,No,No,No,,No,CMP,"Homzie, Leslie",OFF
50334850,"Environmental Issues Online","Trial through October 26, 2019    This database uses text, archival primary sources and video to address major past and ongoing 20th and 21st century environmental issueswater challenges, air pollution, biodiversity, climate change, energy issues, consumption and waste issues, and land issuesin comparative, historical, global and interdisciplinary ways. Content comes primarily from British and US National Archives as well as some state agencies.     Please send feedback to: Brittany Lehman, History Liaison",https://search.alexanderstreet.com/envi,"2019-09-26 03:17:55 PM","Alexander Street Press",,,,Yes,,"Earth & Environmental Sciences, Environmental Studies, International Studies",,,1,No,No,No,,Yes,HIP,"LibApps, Asset Manager",OFF
11067320,Epocrates+,"Epocrates provides a point of care clinical resource through access to all drug monographs of FDA approved prescriptions, OTC, alternative medications (dosing, pill ID, interaction checker, etc). It also provides access to evaluations of symptoms to identify conditions, treatment options for diseases, Differential Diagnosis, complications possibilities for diseases, plus follow-up recommendations. There are hundreds of diagnostic & laboratory tests by disease type. Infectious diseases may be searched by system or organism. Epocrates is evidence-based with citations. Epocrates+ includes disease Information, infectious disease treatment, alternative medicines, labs, and ICD-10 Codes not found in the free app.",https://epocrates.com/home,"2015-05-19 12:40:33 PM",,Reference,,"epocrates plus",Yes,,"Nursing & Health Sciences",,,1,No,No,No,,Yes,"NUP: Liblicensing-ggroup  Per Head of RAM and licensing librarian: &quot;Unfortunately there were clauses in the EULA that we could not agree to that fall outside of language we can accept including but not limited to late fees, additional taxes, use of our logos and insignia by Epocrates, and being responsible for the actions of our end-users, just to name a few. Unfortunately the language in the EULA is better suited for the private sector, but our inability to request even nominal changes to it prevented a roadblock for us in subscribing.&quot;","eResources account, Library",OFF
1589293,"ERIC (Educational Resource Information Center)","The ERIC (Educational Resources Information Center) database, sponsored by the U.S. Department of Education, provides extensive access to educational-related literature. It includes coverage of journal articles, conferences, meetings, government documents, theses, dissertations, reports, audiovisual media, bibliographies, directories, books and monographs. It has links to over three hundred thousand full-text documents going back to 1966. One may also search ERIC through the US Dept. of Education portal at http://www.eric.ed.gov/.",https://search.proquest.com/eric/advanced?accountid=9673,"2014-06-09 05:30:39 PM",Proquest,Articles,,,No,,"Education, Education K-12 curriculum",,,49,No,No,No,,No,,"LibApps, Asset Manager",OFF
1589296,"Essay and General Literature Index","The Essay and General Literature Index is a key way to find articles in books. This interdisciplinary humanities and social science resource contains more than 255,000 essays found in over 9,800 printed anthologies and collections published in The United States, Great Britain and Canada. Updated annually. Coverage: 1985-Present. (See “Essay and General Literature Retrospective” for older materials.)","https://search.ebscohost.com/login.aspx?authtype=ip,shib&profile=ehost&defaultdb=egi&custid=s4194587","2014-06-09 05:31:17 PM",EBSCO,Articles;Bibliographies,,"Essay & General Literature Index",No,,Interdisciplinary,,,12,No,No,No,,No,ENP,"Runge, Steve",OFF
69784339,"Essay and General Literature Index Retrospective","Essay and General Literature Index Retrospective is a key way to find articles in older 20th C. books. This interdisciplinary humanities and social sciences archive contains over 270,000 essays and miscellaneous works published in the United States, Great Britain and Canada in anthologies and collections. Coverage: 1900-1984. (See Essay & General Literature Index for newer and contemporary works.)","https://search.ebscohost.com/login.aspx?authtype=ip,shib&profile=ehost&defaultdb=egr&custid=s4194587","2022-12-09 11:50:28 AM",EBSCO,,,"Essay & General Literature Index Retrospective",No,,Interdisciplinary,,,4,No,No,No,,No,ENP,"Runge, Steve",OFF
1589058,"Ethnic NewsWatch","Covers U.S. ethnic and minority newspapers and other periodicals, many not in library print collections, from the late 1950s to the present. The full text of the article is available from the citation list produced by keyword searches. English and Spanish searching available.",https://search.proquest.com/ethnicnewswatch/advanced?accountid=9673,"2011-01-06 11:20:02 AM",Proquest,Articles;News,,,No,,"African & African Diaspora Studies, Asian Studies, Irish Studies, Latin American Studies, Social Work, Sociology & Anthropology",,,165,No,No,No,,No,,"Leveque, Sophie",OFF
78604613,"Ethnicity & Culture Magazine Archive","This collection contains the backfiles of more than thirty 20th- and 21st-century magazines each aimed at ethnically specific audiences. Ranging from political titles to publications concerned with arts, fashion, beauty, and identity, the collection reflects diverse voices and gives insight into cultural perspectives, societal shifts, and historical events.",https://www.proquest.com/ecma?accountid=9673,"2024-10-18 09:46:35 AM",Proquest,,,"Ethnicity and Culture Magazine Archive",No,,Communication,,,0,No,No,No,,No,CMP,"Homzie, Leslie",OFF
27849184,Ethnologue,"Ethnologue: Languages of the World is a comprehensive reference work cataloging all of the worlds known living languages. Since 1951, the Ethnologue has been an active research project involving hundreds of linguists and other researchers around the world. It is widely regarded to be the most comprehensive source of information of its kind.",https://www.ethnologue.com/browse/names,"2017-01-03 12:46:43 PM",,,,,Yes,,Linguistics,,,0,No,No,No,,No,,"Bogdanovsky, Nina",OFF
5079312,"European Views of the Americas","Searchable bibliography of printed records about the Americas written in Europe before 1750. Covers the history of European exploration as well as portrayals of Native American peoples.","https://search.ebscohost.com/login.aspx?authtype=ip,shib&profile=ehost&defaultdb=hev&custid=s4194587","2014-09-17 04:03:38 PM",EBSCO,"Primary sources",,,No,,History,,,6,No,No,No,,No,,"Libraries, Boston College",OFF
79146389,"Exeter Medieval Online","The acclaimed EMTS series makes a significant contribution to modern scholarship in the field of medieval and early Tudor studies by publishing high-quality new or revised scholarly editions and translations of important texts, and by making available critical and contextual studies by leading scholars in the field. It also publishes innovative work on the History of the Book in medieval Britain.

includes titles published between 1975-2024 plus 5 years worth of future content",https://liverpooluniversitypress.co.uk/topic/collections/exeter-medieval-online,"2024-12-05 10:20:55 AM","Liverpool University Press",,,,Yes,,"Classical Studies, History",,,0,No,No,No,,No,HIP,"Scheopner, Erin Kate",OFF
72562213,"Exploring Race in Society","Essays, articles, reports and other reliable sources provide an in-depth look at the history of race and provide critical context for learning more about topics associated with race, ethnicity, diversity and inclusiveness.","https://search.ebscohost.com/login.aspx?authtype=ip,shib&custid=s4194587&groupid=main&profile=ehost&defaultdb=psr","2023-07-13 02:44:13 PM",EBSCO,,,,No,,"Economics, Education, Environmental Studies, History, Political Science & Government, Sociology & Anthropology",,,8,No,No,No,,No,"ERM submitted by Enid Karr to support EDI","Stroia, Leea",OFF
5088395,"Faber Poetry Library","A collection of some of the most influential poets of the twentieth century. The Faber list spans the seventy-year history of this major publishing house, and includes the poetry of James Joyce, Siegfried Sassoon, T.S. Eliot, Ted Hughes, Sylvia Plath and Seamus Heaney. In total The Faber Poetry Library contains 140 volumes by 50 poets.",https://www.proquest.com/fpl/advanced?accountid=9673,"2014-09-18 12:05:12 PM",,"E-book/Text collections;Primary sources",,,No,,"English Language & Literature",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
1589064,Factiva,"Includes newspapers (i.e. the Wall Street Journal), magazines, journals, company and industry information.  Many publications available from 1980 to the present.  See the Factiva User Guide  for tips on searching. Downloading of the content for analytics/text mining is against the terms of the agreement.",https://global.factiva.com/en/sess/login.asp?xsid=S00YczpYszyMTZyMTApM9QmMDarOXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,"2011-01-06 11:20:02 AM",,"News;Historical newspapers",,,Yes,,"Business, Economics, International Studies",,,119,No,No,No,,No,MGP,"Leveque, Sophie",OFF
1589165,"Facts On File","Facts On File includes 3 databases: Issues and Controversies which covers popular topics from various view points; Today's Science which explains major issues in science; and World New Digest which covers international news from 1940.",https://online.infobaselearning.com/Direct.aspx?aid=95406&pid=WE00,"2014-06-09 02:59:20 PM",Infobase,,,,Yes,,Reference,,,28,No,No,No,,No,,"Lyman, Theresa",OFF
